feedback_id,feedback_text,question,question_num,annotator_1,annotator_2,annotator_3
f395_q4,Everything is excellent,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f396_q1,"Just a small one, actually. I really appreciate how clear and concise [PROFESSOR] slides are. It would be even better if he included step-by-step inst...",What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,acceptance
f396_q2,good in explaining,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f396_q3,"If anything, I wished we had even more lessons.",What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f396_q4,Everything is excellent,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f397_q1,"Would be nice if [PROFESSOR] can provide a course syllabus for a heads up. Other than that, the course is pretty straightforward and I really enjoyed ...",What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f397_q2,Explains everything clearly,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f397_q3,"No negatives, everything worked well.",What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f397_q4,more engaging lesson and makes everything productive,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f398_q1,"nothing much, the flow of this subject was okay. ",What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f398_q2,being hands on to the students,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f398_q3,Nothing stood out as least liked.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f398_q4,"In terms of teaching, he makes the lessons a lot more easier to comprehend.","Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f399_q1,"nothing much, the subjects hard so yeah brain capacity matters.",What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f399_q2,Fast paced teaching but well taught,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f399_q3,It was all fine—I can’t find fault.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f399_q4,This should be the standard when hiring a college instructor.,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f400_q1,"I wouldn’t really say change, since the course was already good, but perhaps consistency and enhancement. Keeping it fresh and practical by integratin...",What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f400_q2,He explained very efficiently,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f400_q3,"Honestly, I can’t think of anything.",What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f400_q4,This is the standard that i want when it comes to instructor,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f401_q1,I really enjoyed the course; maybe adding a few extra examples could make it even more engaging.,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f401_q2,Showing how to program and teaching students hand on,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f401_q3,Everything was effective and clear.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f401_q4,The instructor demonstrated solid knowledge of the subject and presented concepts clearly.,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f402_q1,"The course is excellent, and more interactive exercises could make it even better.",What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f402_q2,Able to thoroughly deliver the topics.,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f402_q3,Nothing to complain about.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f402_q4,The instructor demonstrated solid knowledge of the subject and presented concepts clearly.,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f403_q1,Very satisfied with the course; a few more practice problems would be helpful for review.,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f403_q2,Being detailed,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f403_q3,I liked the whole teaching style.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f403_q4,The instructor demonstrated solid knowledge of the subject and presented concepts clearly.,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f404_q1,The lessons are clear and enjoyable; adding some visuals could enhance the experience.,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f404_q2,Easy to understand,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f404_q3,No negatives at all.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f404_q4,The instructor demonstrated solid knowledge of the subject and presented concepts clearly.,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f405_q1,I’m happy with the course; occasional quizzes could help reinforce learning.,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f405_q2,Quality Teaching,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f405_q3,Everything was excellent—I can’t say otherwise.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f405_q4,i like how sir [PROFESSOR] handle us dapat po sana nasa earlier level din siya para mas earlier ang pagturo niya sa students (the type of teaching he ...,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f406_q1,"The professor is great, and perhaps a short recap at the end of each class would be useful.",What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f406_q2,Teaching each lessons properly and clearly,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f406_q3,Maybe the only issue is I wanted more topics covered.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f406_q4,The Professor or Instructors they delivered properly,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f407_q1,I loved this course; maybe a few more real-life examples could make it more interesting.,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f407_q2,How they further elaborate the topic,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f407_q3,Nothing—it was all good.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f407_q4,"The class was both enjoyable and informative, I really appreciate the effort put into it.","Any further, constructive comment:",Q4,satisfaction,joy,satisfaction
f408_q1,The teaching style is very good; a recorded session for review would be a nice addition.,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f408_q2,Online Learning Method,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f408_q3,I honestly didn’t dislike anything.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f408_q4,The way lessons were explained made even the hardest topics easy to follow.,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f409_q1,Very pleased with the course; small group discussions could make it even more engaging.,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f409_q2,He is very knowledgeable in this field.,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f409_q3,The teaching was great overall.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f409_q4,"I feel satisfied with how much I learned this semester, thank you for the guidance.","Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f410_q1,I enjoyed learning here; a few hands-on exercises could strengthen understanding.,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
